relevant,type,sentence
1,3,"professor william smith knowlton - was born in east sangerville, maine, on oct."
1,1,"21, 1839, the son of isaiah and lydia (pollard) knowlton."
0,0,professor knowlton received his higher education at foxcroft academy and waterville college.
1,2,he lived some 25 years in monson (at different times) and married a mon son girl in 1867 - ellen carr flanders.
1,3,"they had two daughters, grace and ethel."
1,2,william and ellen knowlton were married about 40 years.
0,0,prof.
0,0,"knowlton taught at monson academy for the rst time in 1862 and taught 17 years here in all, the last time being from 1895-1905. he taught in many different schools in piscataquis county and in other parts of the state."
0,0,dr.
0,0,knowlton also practiced for a short time as a lawyer and was a pastor in monson for four years.
0,0,he represented piscataquis county of maine in both the house and senate.
0,0,vvilliam s. knowlton wrote the book the old school master which was printed in 1905. a book was also published about monson people written in poetry form.
0,0,prof.
1,1,"knowlton died in newport, maine, in may, 1926 at the home of his daughter miss ethel knowlton at age 86. an address which he gave on aug."
0,0,"19, 1922, at the monson centennial program on the educational and 100 history of monson, maine religious development, can be found in the centennial book."
1,1,"john francis sprague - was born june 16, 1848, in sangerville, maine, the son of elbridge gerrish sprague and sarah parsons sprague."
0,0,he was the editor of spragues journal of maine history for fourteen years.
0,0,"he also was a lawyer, legislator, and historian."
0,0,"in 1874, sprague was admitted to the maine bar association."
0,0,"he moved to monson in 1879 and lived here until 1910, then moved to dover."
0,0,"in 1922-23, he served as senator from piscataquis county."
0,0,john francis sprague was crippled in the feet and was called uncle john by many people.
0,0,he published the followin.g books: sebastian rale a maine tragedy of the 18th century; piscataquis biography and frag ments; the northeastern boundary controversy and the aroostook war; three men from maine - history of the doric lodge; backwoods sketches articles published in maine historical society journal of ameri can history and the lewiston journal magazine.
0,0,sprague was a self-educated man.
0,0,he attended com mon schools until he was 14 years old.
0,0,he adopted the vocation of peddling in the county until 22 years of age.
0,0,he read law in 1873-4 with alvah black of paris hill.
0,0,"sprague published his journal from march of 1913 until his death on may 7, 1926. scenic points lake hebron: in 1890-91, the people of monson rst began to appreciate the beauties of the lake and its value as a summer resort."
0,0,the rst cottage on indian point was owned by mrs.
0,0,p. w. knight (now owned by charles finch of n.
0,0,j.).
0,0,"soon after, more cottages were built history of monson, maine 101 namely: bartletts (1892) which is now owned by clair and beatrix bray of sangerville and mrs."
1,1,harriet crafts (1892) now owned by millard and billie emanuelson.
0,0,the latter one was built by b. b. steward.
0,0,"in 1922, there were quite a number of summer cottages situated at indian point."
0,0,"this land was given by eben and lucy bray in 1890, when a corporation was formed and lots were laid out."
0,0,an indian family whose name was rain in-the-face were the last to live on indian point.
0,0,mrs.
1,1,"mary f. jones father, w. farrar, built and owned the now wilson wilkins cottage at indian point."
0,0,judson cushman owned a cottage on indian point that at one time was used as a little store.
0,0,he owned the cot tage at the time he had his tailor shop.
0,0,this cottage is now owned by millard and billie emanuelson.
0,0,the loon club was organized around the 1890's and was situated where francis marshalls camp now stands.
0,0,"camp comfort which was built before 1889, then owned by estabrook, is one of the oldest camps on the."
0,0,lake.
0,0,the property is now owned by mr. and mrs leon savage of pennsylvania.
0,0,another unforgettable xture on the lake was the old molly tomah which was built around the 1900s and burned in 1911. it was said that she used to carry pas sengers to and from the loon club and indian point.
0,0,"today lake hebron is surrounded with new and modern camps, most of them with electricity."
0,0,the last few years have brought about the development of a bathing beach at whitings cove with supervised swimm ing during the summer months.
0,0,"monson pond: this pond is located on elliottsville road and is another vacation spot about two miles from monson 102 history of monson, maine village."
0,0,it is surrounded by several cottages and in 1971 a camping and tenting area was built.
0,0,kelleys orchards are located across the road from the pond which is still another scenic spot when the apple trees are in a full bloom in the spring of the year.
0,0,homer hill: william hoar came to monson in 1826 and located on the land and built a house where the present house: stands.
0,0,the only other family living on the hill was a family by the name of gates which sold their land and house (building no longer standing) to w. hoar giving him the title to the whole hill.
0,0,he sold two small parcels of land to the quarries to dump rubbish on.
0,0,homer hill has always been a farm.
0,0,from that time on homer hill has remained.
0,0,"in the family, generation after generation, as follows: william hoar married betsy goodell (daughter of abel goodell, surveyor)."
0,0,they had two sons - james and henry.
0,0,james went to ohio where he changed his name to homer.
1,2,henry also changed his name at the same time in 1874. henry homer married sarah mathews (sister to robert mathews father).
1,3,they had two sons - edward and wallace and two daughters who died young.
1,0,wal lace never married.
1,2,_ edward homer married eliza (annie) pennington.
1,3,they had one daughter - dorothy.
1,2,eliza annie died and edward remarried myrtle cook.
1,3,they had one son  henry.
1,2,dorothy homer married max forbus.
1,3,"they had two daughters, lucinda and candida."
0,0,max forbus died in.
0,0,jan.
0,0,1970. dorothy forbus is the present owner and resides at the same location on homer hill.
0,0,"history of monson, maine 103 henry homer moved the house where goldsmith harris now lives from below the dore farm on homer hill."
1,2,this house was where william and betsy hoar lived in their later years.
0,0,mountains: the following mountains are seen from several points in and around monson.
0,0,the most prominent and well-known to the townspeople are: (looking east from monson) squaw mountain burnt jacket mountain barren mountain boarstone mountain mt.
0,0,rochelle lilly bay mt.
0,0,mt.
0,0,baker mt.
0,0,houston (looking west) mt.
0,0,russell bald mountain range.
0,0,"semi-centennial commemoration the citizens of monson, maine met in academy hall on monday, april 22, 1872. selection by the choir."
0,0,"chairman a. chapin, esq."
0,0,called the meeting to order and made a few remarks about the past fty years.
0,0,prayer offered by rev.
0,0,r. w. emerson.
0,0,selection by the choir.
0,0,"historical address by charles davison, esq."
0,0,appropriate remarks followed the address by rev.
0,0,a. h. tyler and hon.
0,0,s. a. patten.
0,0,poem delivered by w. s. knowlton.
0,0,"j poem by thomas n. lord, preceptor of the academy."
0,0,"104 history of monson, maine anecdotes of the early settlers pioneer life and ye olden tyme were related by j. d. jackson, dea."
0,0,cush man and joseph green.
0,0,selections by the choir of grand old times.
0,0,the exer cises were closed with the singing of america.
0,0,"audience invited to the room below and partook of an old fashioned supper, prepared by the ladies."
0,0,toasts were drank and responses made.
0,0,the attendance was very good in spite of the bad condition of the roads.
0,0,"the monson centennial (taken from piscataquis observer, thurs."
0,0,aug.
0,0,"24, 1922) (written by - earle h. jackson) monson very appropriately celebrated the 100th anniversary of the incorporation of the town on saturday, aug."
0,0,"19, 1922. the weather man kept the people guess ing in this town as well as the surrounding towns during the early morning hours, but evidently had the affair at heart and early in the forenoon brought forth the sun and a better day could not be asked for."
0,0,the citizens of the town were awakened at 6 oclock sharp by the pea] of the church bells and the boom of the cannon.
0,0,at 8 oclock the ag raising took place.
0,0,soon after 9 oclock chairman a. l. bray of the parade committee and marshal of the day got the parade started which was at least as ne as any parade ever seen in this section of maine.
0,0,"thirtyvedifferent oats, automobiles, and characters made up the parade as fol lows: marshal of the day, a. l. bray; uncle sam, rep resented by l. a. stancheld; monson band, c. l. jackson, director; oral a. towne post, american legion, august v. peterson, commander; g.a.r., represented by i. p. wing and mrs."
0,0,i. p. wing represented the w.r.c.
0,0,"; history of monson, maine 105 spanish war veterans, chas."
0,0,"johnson; american flag, 20 x 10, carried by school girls; almon vinton, monsons oldest grand old man, aged 94 years, and mrs."
0,0,"amelia knight, our dear old aunt amelia, aged 83, in an old fashioned attire and wagon."
0,0,"the next in line were beautifully decorated cars with the over eighties, baptist church, h. l. stancheld represented ""uncle ben of the early days and pioneer mail carrier of the early days of monson."
0,0,"a oat representing 1822 was followed by a. strombacks prettily decorated touring car, a oat by onaway lodge, i.0.0.f., north star re bekah lodge, auxiliary to the american legion."
0,0,special mention should be made of this oat for its beauty and touching effect upon all eyes that rested upon it.
0,0,the driver of this oat was c. c. towne whose eldest son was monsons rst contribution to flanders field in france.
0,0,floats representing the boy scouts and b.s.w.
0,0,club were very handsome and attractive.
0,0,"monsons old hand tub and new gasoline re engine were followed by a ne oat representing the portland monson slate co., g. p. pullens oat, representing his sporting goods department of his hardware store, brought forth many favorable comments."
0,0,"dover-foxcroft band, j. h. taylor, director, was followed by handsome oats representing davison & hammonds grain and feed mill, d. c. weeks, wood working, a. l. browns general store, p. w. knight & sons, dry goods, tom leemans mule team, a oat arranged by campers at indian point, lake hebron; a oat representing the blaisdell auto co."
0,0,"of dexter, e. h. jackson, local sales man and containing miss beatrix jackson as a buttery and the jackson twins, clifton and clayton representing frogs, w. a. brays beautifully decorated car, harry daws grocery store, a. l. brays grocery store, the eastern gum co., harry davis, manager, chase & kimballs ford station and the general slate co."
0,0,"106 history of monson, maine both the slate companies represented had trimming machines and men actually splitting roofing slate and were very interesting, especially to those from out of town."
0,0,the parade lasted an hour and covered the prin cipal streets of the town.
0,0,"the winners of the oats were as follows: first prize, the auxiliary to the legion, representing flanders field; second prize, indian point; third prize, mrs."
0,0,w. a. bray.
0,0,the judges were dr.
0,0,"0. f. larson of machias, dr."
0,0,"simmonson of connecticut and g. f. barnard of worcester, mass."
0,0,special mention should be made of the b.s.w.
0,0,c1ubsoat which was very dainty and handsome.
0,0,after the parade the monson band went to emerson cove where the water sports were held.
0,0,mrs.
0,0,"josephine sherburne of brookline, mass."
0,0,was in charge and pres sented the following: 100 yd.
0,0,"race, won by milton."
0,0,prentiss; 50 yd.
0,0,"race for girls, won by vivian wing; 50 yd."
0,0,"race for boys, won by roland jacobson; oating contest, won by vivian bray, midget race, won by miss billie sherburne of brookline, mass."
0,0,"; fancy swimming, vivian wing; motor boat race, won by h. e. smith."
0,0,during the water sports the dover-foxcroft band furnished pleasing music in sherman square and for the track events on main street opposite the academy buildings.
0,0,"the track events were in charge of elmer bigger, a monson boy and athletic teacher."
0,0,the program: 50 yd.
0,0,"dash for boys, won by james wing; 100 yd."
0,0,"dash, won by toiva anderson; 220 yd."
0,0,"dash, won by toiva anderson; 440 yd."
0,0,"dash, won by aril palmer; potato race, won by lyle towne; standing broad jump, won by laurence inky; 12 lb."
0,0,"shot put, won by laurence inky."
0,0,"at noonexcellent dinners were served by the auxil iary in the masonic banquet rooms, the monson baptist history of monson, maine 107 society, the congregational society and numerous in dividuals."
0,0,dinner was served at 50 cents a plate.
0,0,at one oclock thousands of people gathered on the academy school grounds to listen to the centennial pro gram for which monson band furnished excellent music.
0,0,dr.
0,0,"william smith knowlton presided, dressed in the garb of his greatgrandfather."
0,0,dr.
0,0,knowlton always has something of interest to say and his witty poems are always pleasing to listen to.
0,0,hon.
0,0,"dudley p. bailey of everett, mass."
0,0,"and son of the rst baptist minister in monson, was introduced and spoke on reminiscences which was very interesting."
0,0,"a toast given by arthur l. brown, monsons gifted reader, brought forth a round of applause, john francis sprague, a. m., editor of spragues journal of maine history, gave a ne address on our new citizens."
0,0,dr.
0,0,"w. s. knowlton, maines old schoo1masters address on educational and relig ious development, was extremely interesting."
0,0,"a look backward after fifty years, given by roland t. pattern of skowhegan was very interesting and ably given."
0,0,the speaker of the day was dr.
0,0,"shailer mathews, dean of chicago university."
0,0,he took for his subject challenge of the past and those who did not hear his address certainly missed one of the most interesting and able talks ever given before an audience here.
0,0,at 3:30 the great ball game at chapin avenue ball grounds between guilford a.a.
0,0,and greenville a.a.
0,0,was called and hundreds of baseball fans attended.
0,0,"score: greenville, 6, guilford, 5. at seven oclock the dover-foxcroft band rendered a very ne and pleasing concert in sherman square."
0,0,"the grand ball in spencers hall at 8 :30 with music by cobby obrien, seven piece orchestra of bangor, closed the great day, a day long to be remembered by all present."
0,0,"chairman f. h. crane of the centennial committee: has worked unceasingly for weeks that this event might 108 history of monson, maine be successful as have all the other committees."
0,0,the town was very prettily decorated with ags as were many private buildings.
0,0,the stores made special decorations among which harry daws window representing 1822 and the other window 1922 was very attractive.
0,0,the eastern gum co.
0,0,had a beautiful display in one of the windows of we1chs restaurant.
0,0,"an estimated 4,000 to 5,000 people were in town from far and near and we hope enjoyed themselves as much as monson people enjoyed having them come."
0,0,during the day nearly 700 people visited the store of edward johnson where hundreds of antiques were on display.
0,0,among some of the antiques were some of the furnishings of the famous blaine mansion which have been handed down to the family of mrs.
0,0,"charles smith, who is a descen.dant of the original owners of the build ing."
0,0,a brooch over 600 years old was also loaned by fred larson.
0,0,there was also a large collection of relics taken from the battleelds of seven wars.
0,0,the rooms were in charge of mrs.
0,0,john rice flint and andria towne gerrish.
0,0,floats: 1st prize - $15.00 - legion auxiliary flan ders field.
0,0,2nd prize $10.00 - indian point.
0,0,prizes for the other events ranged from $1.00 $3.00.
0,0,"history of monson, maine 109 leonard stanchfield uncle sam 1922 centennial parade main street 1922 110 history of monson, maine first prize  american legion auxiliary 1922 flanders field second prize  indian point float  1922 history of monson, maine 111 '}:x""ma...&.~p."
0,0,",.'*_,g,/v\.,?'.7w.:\v--..."
0,0,:uo:o:>o:>oio:oo p. e. ward & c0.
0,0,"completehome furnishers kroehler furniture  simmons mattresses magnavox electronics - bigelow carpets - metered lp gas maytag washers and dryers dover-foxcroft, maine 04426 history of monson, maine 211 western auto associate store home owned by john and marion morrison guilford, maine )o:oooioooooo:o:>oc:>oo storers home care center monson - tel."
0,0,"997-2659 hardware, houseware & paint misc."
0,0,"building, plumbing, electrical and sporting goods aluminum combination windows and doors o:>o:o:oo:oioooo:o compliments of johnston and hibbard guilford, maine tel."
0,0,876-3382 0:010:01o1o:o:o:>o1>o:>o:>o:o:>o compliments of davis bros.
0,0,"furniture and gold nugget restaurant guilford, maine history of monson, maine 213 jo ls toppe knott shoppe complete beauty service joyce lander, prop."
0,0,tel.
0,0,"997-3620 monson, maine 0zoeoi0joz>0zoeoeoioectoeoeo compliments of f. g. marshall insurance agency monson, maine  tel."
0,0,office tel.
0,0,"home 997-3655 997-3678 bototoeotczoeoeoeozoeoeotoeo pooles market beer, groceries, & quality meats open seven days a week serving monson for 20 years phone 997-3321 monson m:0:oo:>oc:o:>oo:oio:>o:>ooooo titus jewelry store gifts - jewelry - watches tel."
0,0,": 564-2194 48 union square dover foxcroft, maine compliments of koritskys dept."
0,0,"store dover-foxcroft, maine the store of national brands use our free parking lot in rear of store >0ioioeoloolozoioi010101010 tel."
0,0,"564-3376 meisner & herring, inc."
0,0,"john deere farm & industrial machinery full line of repairs building material iron hardware 11 summer street dover-foxcroft maine history of monson, maine 215 plumbing compliments of spredsatin heating weatherbees inc."
0,0,"housewares sheet metal _ _ wall paper work quahty plus servlce hardware telephone 654-3370 dover-foxcroft, maine 010:0:oc:o:o:oo:>oc:>o::>o:oio- our congratulations on monson, maines 150th anniversary ed and evelyn adams blue goose antiques main street manson, maine we are interested in purchasing anything of historical value, also antique furniture, paintings, glass, dolls, toys, lamps, etc."
0,0,"please write: p. o. box 171, monson, maine 04464 ooioo:ooo:o:o:o patronize our advertisers they helped to make this history possible 216 history of monson, maine triangle service station malcolm j""."
0,0,"drurnmond guilford, maine 01010106:oooo:>o:>o:>o:>o sears."
0,0,roebuck and co.
0,0,"gene johnson 42 main street authorized catalog doverfoxcroft, maine sales merchant phone: (207) 564-2221 .oooo=>oo=>ooo:>oooo:>oo keep maine green history of~monson, maine 217 monson laundramat open 6 a. m. to 10 p. m. seven days a week manson, maine ooo:oo:o:oio hutchins brothers printers thorndike, maine 04986 \oio10:oi0i0io10(:>oiozd0101030 daigle & daigle hardware and building materials carpenters phone: 997-3327 or 997-3673 rt."
0,0,"15, monson, maine telephone 997-3327 history of monson, maine 219 dedicated to supplying the finest in products and service to the people of the monson and the penquis areas."
0,0,chase 8: klmball oil company large enough to provide the finest   dependable fuel oil products qualified service personnel complete heating installation dept.
0,0,"& a storage in excess or 100,000 gallons of heating oils __ small enough to sincerely care for every customer, domestic& commerciar 45 union square ddver-fuxcruft, me."
